Idx,w_bc,min-bc-loss,min-total-loss
4.700000000000000000e+01,1.891000872920355893e-03,1.976022962480783463e-03,2.491873456165194511e-03
4.800000000000000000e+01,1.917373704058498779e-03,2.003581728786230087e-03,2.467714715749025345e-03
4.900000000000000000e+01,1.944114343711274111e-03,2.031524432823061943e-03,2.833308884873986244e-03
5.000000000000000000e+01,1.971227921517696661e-03,2.059857128188014030e-03,7.491777651011943817e-03
5.100000000000000000e+01,1.998719638657251579e-03,1.810307265259325504e-03,7.567284628748893738e-03
5.200000000000000000e+01,2.026594768847640553e-03,2.117713447660207748e-03,2.391722984611988068e-03
5.300000000000000000e+01,2.054858659356438490e-03,2.147248247638344765e-03,5.734429694712162018e-03
5.400000000000000000e+01,2.083516732026847226e-03,2.177194692194461823e-03,2.637828234583139420e-03
5.500000000000000000e+01,2.112574484317770659e-03,2.207558834925293922e-03,7.717791944742202759e-03
5.600000000000000000e+01,2.142037490358383953e-03,2.238346729427576065e-03,6.962437182664871216e-03
5.700000000000000000e+01,2.171911402017425319e-03,2.269563497975468636e-03,2.744661178439855576e-03
5.800000000000000000e+01,2.202201949987376076e-03,2.301216125488281250e-03,6.181202828884124756e-03
5.900000000000000000e+01,2.232914944883783968e-03,2.333310199901461601e-03,2.621687250211834908e-03
6.000000000000000000e+01,2.264056278359906707e-03,2.365851541981101036e-03,2.851801225915551186e-03
6.100000000000000000e+01,2.295631924236910329e-03,1.465670065954327583e-03,3.067418234422802925e-03
6.200000000000000000e+01,2.327647939649812349e-03,2.432302339002490044e-03,3.007100429385900497e-03
6.300000000000000000e+01,2.360110466209426432e-03,2.466224366798996925e-03,7.576140109449625015e-03
6.400000000000000000e+01,2.393025731180498106e-03,2.500619506463408470e-03,3.494941396638751030e-03
6.500000000000000000e+01,2.426400048676284789e-03,2.535494510084390640e-03,7.752620615065097809e-03
6.600000000000000000e+01,2.460239820869777883e-03,2.570855896919965744e-03,3.531148191541433334e-03
6.700000000000000000e+01,2.494551539221830615e-03,2.606710186228156090e-03,3.119273344054818153e-03
6.800000000000000000e+01,2.529341785726419312e-03,2.643064595758914948e-03,6.072732619941234589e-03
6.900000000000000000e+01,2.564617234173248439e-03,2.679926110431551933e-03,3.199092112481594086e-03
7.000000000000000000e+01,2.600384651427989531e-03,2.717301715165376663e-03,3.317054826766252518e-03
7.100000000000000000e+01,2.636650898730357861e-03,2.722806064411997795e-03,3.098527900874614716e-03
7.200000000000000000e+01,2.673422933010310889e-03,2.793623832985758781e-03,8.376255631446838379e-03
7.300000000000000000e+01,2.710707808222575805e-03,2.832585014402866364e-03,3.443364519625902176e-03
7.400000000000000000e+01,2.748512676699812769e-03,2.872089855372905731e-03,4.925202578306198120e-03
7.500000000000000000e+01,2.786844790524649774e-03,2.912145340815186501e-03,3.523434977978467941e-03
7.600000000000000000e+01,2.825711502920828962e-03,2.952759386971592903e-03,3.954741638153791428e-03
